Evento,Data,Local,Lutador_1,Lutador_2,Categoria,Disputa_Cinturao,Metodo,Round,Tempo,Tempo_Segundos
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Alden Coria,Alessandro Costa,Flyweight,0,KO/TKO Punches,3,0:47,47
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Zach Reese,Sedriques Dumas,Middleweight,0,CNC,1,0:51,51
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Jesus Aguilar,Luis Gurule,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Tatiana Suarez,Amanda Lemos,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Montse Rendon,Alice Pereira,Women's Bantamweight,0,S-DEC,3,5:00,300
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Dusko Todorovic,Jose Daniel Medina,Middleweight,0,SUB Rear Naked Choke,1,4:21,261
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Alexander Hernandez,Diego Ferreira,Lightweight,0,KO/TKO Punches,2,3:46,226
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Kelvin Gastelum,Dustin Stoltzfus,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Rafa Garcia,Jared Gordon,Lightweight,0,KO/TKO Elbows,3,2:27,147
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Diego Lopes,Jean Silva,Featherweight,0,KO/TKO Punches,2,4:48,288
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",David Martinez,Rob Font,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lopes vs. Silva,2025-09-13,"San Antonio, Texas, USA",Santiago Luna,Quang Le,Bantamweight,0,KO/TKO Punch,1,2:48,168
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Oumar Sy,Brendson Ribeiro,Light Heavyweight,0,KO/TKO Punches,1,4:42,282
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Sam Hughes,Shauna Bannon,Women's Strawweight,0,SUB Rear Naked Choke,2,1:58,118
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Robert Bryczek,Brad Tavares,Middleweight,0,KO/TKO Punches,3,1:43,103
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Sam Patterson,Trey Waters,Welterweight,0,KO/TKO Punches,1,3:01,181
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Kaue Fernandes,Harry Hardwick,Lightweight,0,KO/TKO Kick,1,3:21,201
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Ante Delija,Marcin Tybura,Heavyweight,0,KO/TKO Punches,1,2:03,123
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Rinat Fakhretdinov,Andreas Gustafsson,Welterweight,0,KO/TKO Punches,1,0:54,54
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",William Gomis,Robert Ruchala,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Mason Jones,Bolaji Oki,Lightweight,0,KO/TKO Elbows,2,3:18,198
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Modestas Bukauskas,Paul Craig,Light Heavyweight,0,KO/TKO Elbow,1,5:00,300
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Benoit Saint Denis,Mauricio Ruffy,Lightweight,0,SUB Rear Naked Choke,2,2:56,176
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Nassourdine Imavov,Caio Borralho,Middleweight,0,U-DEC,5,5:00,300
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",Axel Sola,Rhys McKee,Welterweight,0,KO/TKO Punch,3,2:02,122
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Charles Johnson,Lone'er Kavanagh,Flyweight,0,KO/TKO Punch,2,4:35,275
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Uran Satybaldiev,Diyar Nurgozhay,Light Heavyweight,0,SUB Ezekiel Choke,1,2:45,165
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",SuYoung You,Xiao Long,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Yizha,Westin Wilson,Featherweight,0,KO/TKO Punches,1,0:37,37
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Kyle Daukaus,Michel Pereira,Middleweight,0,KO/TKO Elbows,1,0:43,43
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Rongzhu,Austin Hubbard,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Gauge Young,Maheshate,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Taiyilake Nueraji,Kiefer Crosbie,Welterweight,0,KO/TKO Elbows,1,3:33,213
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Sumudaerji,Kevin Borjas,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Sergei Pavlovich,Waldo Cortes Acosta,Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Aljamain Sterling,Brian Ortega,Catch Weight,0,U-DEC,5,5:00,300
UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",Johnny Walker,Zhang Mingyang,Light Heavyweight,0,KO/TKO Punches,2,2:37,157
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Michal Oleksiejczuk,Gerald Meerschaert,Middleweight,0,KO/TKO Punches,1,3:03,183
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Joseph Morales,Alibi Idiris,Flyweight,1,SUB Triangle Choke,2,3:04,184
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Drakkar Klose,Edson Barboza,Lightweight,0,U-DEC,3,5:00,300
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Alexander Hernandez,Chase Hooper,Lightweight,0,KO/TKO Punch,1,4:58,298
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Loopy Godinez,Jessica Andrade,Women's Strawweight,0,U-DEC,3,5:00,300
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Karine Silva,Dione Barbosa,Women's Flyweight,0,U-DEC,3,5:00,300
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Baisangur Susurkaev,Eric Nolan,Middleweight,0,SUB Rear Naked Choke,2,2:01,121
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Michael Page,Jared Cannonier,Middleweight,0,U-DEC,3,5:00,300
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Carlos Prates,Geoff Neal,Welterweight,0,KO/TKO Spinning Back Elbow,1,4:59,299
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Khamzat Chimaev,Dricus Du Plessis,Middleweight,1,U-DEC,5,5:00,300
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Lerone Murphy,Aaron Pico,Featherweight,0,KO/TKO Spinning Back Elbow,1,3:21,201
UFC 319: Du Plessis vs. Chimaev,2025-08-16,"Chicago, Illinois, USA",Tim Elliott,Kai Asakura,Flyweight,0,SUB Guillotine Choke,2,4:39,279
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Julius Walker,Rafael Cerqueira,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Gabriella Fernandes,Julija Stoliarenko,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Uros Medic,Gilbert Urbina,Welterweight,0,KO/TKO Punch,1,1:03,63
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Joselyne Edwards,Priscila Cachoeira,Women's Bantamweight,0,KO/TKO Punch,1,2:24,144
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Elijah Smith,Toshiomi Kazama,Bantamweight,0,KO/TKO Slam,1,4:10,250
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Eric McConico,Cody Brundage,Light Heavyweight,0,S-DEC,3,5:00,300
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Christian Leroy Duncan,Eryk Anders,Middleweight,0,KO/TKO Punches,1,3:53,233
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Andre Fili,Christian Rodriguez,Featherweight,0,S-DEC,3,5:00,300
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Iasmin Lucindo,Angela Hill,Women's Strawweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Steve Erceg,Ode Osbourne,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Anthony Hernandez,Roman Dolidze,Middleweight,0,SUB Rear Naked Choke,4,2:45,165
UFC Fight Night: Dolidze vs. Hernandez,2025-08-09,"Las Vegas, Nevada, USA",Jean Matsumoto,Miles Johns,Bantamweight,0,S-DEC,3,5:00,300
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Rinya Nakamura,Nathan Fletcher,Bantamweight,0,KO/TKO Kick,1,1:02,62
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Piera Rodriguez,Ketlen Souza,Women's Strawweight,0,S-DEC,3,5:00,300
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Rafael Estevam,Felipe Bunes,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Austin Bashi,John Yannis,Featherweight,0,SUB Rear Naked Choke,1,3:39,219
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Andrey Pulyaev,Nick Klein,Middleweight,0,KO/TKO Kick,2,1:31,91
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Rodolfo Vieira,Tresean Gore,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Kevin Vallejos,Danny Silva,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Neil Magny,Elizeu Zaleski dos Santos,Welterweight,0,KO/TKO Punches,2,4:39,279
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Karol Rosa,Nora Cornolle,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Esteban Ribovics,Elves Brener,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Chris Duncan,Mateusz Rebecki,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",Tatsuro Taira,HyunSung Park,Flyweight,0,SUB Neck Crank,2,1:06,66
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Martin Buday,Marcus Buchecha,Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Steven Nguyen,Mohammad Yahya,Featherweight,0,KO/TKO,2,5:00,300
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Billy Elekana,Ibo Aslan,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Tabatha Ricci,Amanda Ribas,Women's Strawweight,0,KO/TKO Elbow,2,2:59,179
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Davey Grant,Da'Mon Blackshear,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Muslim Salikhov,Carlos Leal,Welterweight,0,KO/TKO Punch,1,0:42,42
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bryce Mitchell,Said Nurmagomedov,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Asu Almabayev,Jose Ochoa,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Shara Magomedov,Marc-Andre Barriault,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Petr Yan,Marcus McGhee,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Reinier de Ridder,Robert Whittaker,Middleweight,0,S-DEC,5,5:00,300
UFC Fight Night: Whittaker vs. De Ridder,2025-07-26,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bogdan Guskov,Nikita Krylov,Light Heavyweight,0,KO/TKO Punches,1,4:18,258
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Nikolay Veretennikov,Francisco Prado,Welterweight,0,S-DEC,3,5:00,300
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Carli Judice,Nicolle Caliari,Women's Flyweight,0,KO/TKO Knee,3,1:30,90
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Ryan Spann,Lukasz Brzeski,Heavyweight,0,SUB Guillotine Choke,1,2:47,167
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Jimmy Crute,Marcin Prachnio,Light Heavyweight,0,SUB Armbar,1,4:42,282
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Islam Dulatov,Adam Fugitt,Welterweight,0,KO/TKO Punch,1,4:06,246
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Ateba Gautier,Robert Valentin,Middleweight,0,KO/TKO Punch,1,1:10,70
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Brunno Ferreira,Jackson McVey,Middleweight,0,SUB Armbar,1,3:35,215
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Brendan Allen,Marvin Vettori,Middleweight,0,U-DEC,3,5:00,300
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Michael Johnson,Daniel Zellhuber,Lightweight,0,U-DEC,3,5:00,300
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Patricio Freire,Dan Ige,Featherweight,0,U-DEC,3,5:00,300
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Daniel Rodriguez,Kevin Holland,Welterweight,0,U-DEC,3,5:00,300
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Paulo Costa,Roman Kopylov,Middleweight,0,U-DEC,3,5:00,300
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Max Holloway,Dustin Poirier,Lightweight,0,U-DEC,5,5:00,300
UFC 318: Holloway vs. Poirier 3,2025-07-19,"New Orleans, Louisiana, USA",Vinicius Oliveira,Kyler Phillips,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Chris Curtis,Max Griffin,Welterweight,0,S-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Fatima Kline,Melissa Martinez,Women's Strawweight,0,KO/TKO Kick,3,2:36,156
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Mike Davis,Mitch Ramirez,Lightweight,0,KO/TKO Punches,2,4:08,248
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Valter Walker,Kennedy Nzechukwu,Heavyweight,0,SUB Heel Hook,1,0:54,54
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Eduarda Moura,Lauren Murphy,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Jake Matthews,Chidi Njokuani,Welterweight,0,SUB Rear Naked Choke,1,1:09,69
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Tuco Tokkos,Junior Tafa,Light Heavyweight,0,SUB Arm Triangle,2,4:25,265
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Vitor Petrino,Austen Lane,Heavyweight,0,SUB Rear Naked Choke,1,4:16,256
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Morgan Charriere,Nate Landwehr,Featherweight,0,KO/TKO Punch,3,0:27,27
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Steve Garcia,Calvin Kattar,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Gabriel Bonfim,Stephen Thompson,Welterweight,0,S-DEC,3,5:00,300
UFC Fight Night: Lewis vs. Teixeira,2025-07-12,"Nashville, Tennessee, USA",Derrick Lewis,Tallison Teixeira,Heavyweight,0,KO/TKO Punches,1,0:35,35
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Jose Delgado,Hyder Amil,Featherweight,0,KO/TKO Knee,1,0:26,26
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Jhonata Diniz,Alvin Hines,Heavyweight,0,U-DEC,3,5:00,300
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Jacobe Smith,Niko Price,Welterweight,0,SUB Rear Naked Choke,2,4:03,243
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Terrance McKinney,Viacheslav Borshchev,Lightweight,0,SUB Guillotine Choke,1,0:55,55
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Tracy Cortez,Viviane Araujo,Women's Flyweight,0,U-DEC,3,5:00,300
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Alexandre Pantoja,Kai Kara-France,Flyweight,1,SUB Rear Naked Choke,3,1:55,115
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Gregory Rodrigues,Jack Hermansson,Middleweight,0,KO/TKO Punch,1,4:21,261
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Beneil Dariush,Renato Moicano,Lightweight,0,U-DEC,3,5:00,300
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Joshua Van,Brandon Royval,Flyweight,0,U-DEC,3,5:00,300
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Ilia Topuria,Charles Oliveira,Lightweight,1,KO/TKO Punch,1,2:27,147
UFC 317: Topuria vs. Oliveira,2025-06-28,"Las Vegas, Nevada, USA",Payton Talbott,Felipe Lima,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",JunYong Park,Ismail Naurdiev,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Mohammed Usman,Hamdy Abdelwahab,Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Tagir Ulanbekov,Azat Maksum,Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Klaudia Sygula,Irina Alekseeva,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Daria Zhelezniakova,Melissa Mullins,Women's Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Seokhyeon Ko,Oban Elliott,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Muhammad Naimov,Bogdan Grad,Featherweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Nazim Sadykhov,Nikolas Motta,Lightweight,0,KO/TKO Punches,2,4:17,257
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Myktybek Orolbai,Tofiq Musayev,Catch Weight,0,SUB Kimura,1,4:35,275
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Curtis Blaydes,Rizvan Kuniev,Heavyweight,0,S-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Rafael Fiziev,Ignacio Bahamondes,Lightweight,0,U-DEC,3,5:00,300
UFC Fight Night: Hill vs. Rountree Jr.,2025-06-21,"Baku, Azerbaijan",Khalil Rountree Jr.,Jamahal Hill,Light Heavyweight,0,U-DEC,5,5:00,300
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Michael Chiesa,Court McGee,Welterweight,0,U-DEC,3,5:00,300
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Jamey-Lyn Horth,Vanessa Demopoulos,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Phil Rowe,Ange Loosa,Welterweight,0,KO/TKO Punches,3,4:03,243
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Ricky Simon,Cameron Smotherman,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Jose Ochoa,Cody Durden,Flyweight,0,KO/TKO Punch,2,0:11,11
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Malcolm Wellmaker,Kris Moutinho,Bantamweight,0,KO/TKO Punch,1,2:37,157
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Rose Namajunas,Miranda Maverick,Women's Flyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Paul Craig,Rodolfo Bellato,Light Heavyweight,0,CNC,1,4:59,299
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Alonzo Menifield,Oumar Sy,Light Heavyweight,0,U-DEC,3,5:00,300
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Mansur Abdul-Malik,Cody Brundage,Middleweight,0,Overturned,3,0:36,36
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Raoni Barcelos,Cody Garbrandt,Bantamweight,0,U-DEC,3,5:00,300
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Edmen Shahbazyan,Andre Petroski,Middleweight,0,U-DEC,3,5:00,300
UFC Fight Night: Usman vs. Buckley,2025-06-14,"Atlanta, Georgia, USA",Kamaru Usman,Joaquin Buckley,Welterweight,0,U-DEC,5,5:00,300
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Waldo Cortes Acosta,Serghei Spivac,Heavyweight,0,U-DEC,3,5:00,300
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",MarQuel Mederos,Mark Choinski,Lightweight,0,U-DEC,3,5:00,300
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Quillan Salkilld,Yanal Ashmouz,Lightweight,0,U-DEC,3,5:00,300
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",JooSang Yoo,Jeka Saragih,Featherweight,0,KO/TKO Punch,1,0:28,28
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Wang Cong,Ariane da Silva,Women's Flyweight,0,U-DEC,3,5:00,300
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Andreas Gustafsson,Khaos Williams,Welterweight,0,U-DEC,3,5:00,300
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Kevin Holland,Vicente Luque,Welterweight,0,SUB Anaconda Choke,2,1:03,63
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Azamat Murzakanov,Brendson Ribeiro,Light Heavyweight,0,KO/TKO Punches,1,3:25,205
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Merab Dvalishvili,Sean O'Malley,Bantamweight,1,SUB Guillotine Choke,3,4:42,282
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Mario Bautista,Patchy Mix,Bantamweight,0,U-DEC,3,5:00,300
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Joe Pyfer,Kelvin Gastelum,Middleweight,0,U-DEC,3,5:00,300
UFC 316: Dvalishvili vs. O'Malley 2,2025-06-07,"Newark, New Jersey, USA",Kayla Harrison,Julianna Pena,Women's Bantamweight,1,SUB Kimura,2,4:55,295
